"Vehicle.Use","Anti.Theft.Device.Indicator","Body.Style","Electric_Vehicle_Indicator","Fleet.Vehicle.Indicator","Fuel.Type","Hybrid.Vehicle.Indicator","Make","Model","Model.Year","Municipality","Owner.Type","Region","Vehicle.Count"
"Personal","No","Hatchback","No","No","Gasoline","No","SUBARU","OUTBACK 2.5I TOURING WAGON AWD",2023,"Rossland","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","LAND","RANGE ROVER HSE WESTMIN P525 LWB 4DR AWD",2021,"Qualicum Beach","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","SUBARU","FORESTER 2.5I LIMITED WAGON AWD",2020,"Sidney","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HYUNDAI","SANTA FE URBAN 2.5T 4DR AWD",2023,"Nelson","Person","Southern Interior",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","HONDA","CIVIC EX 4DR",2019,"Penticton","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","LAND","RANGE ROVER VELAR S R-DYN P340 4DR AWD",2020,"Sooke","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","GMC","TERRAIN AT4 4DR AWD",2023,"Lumby","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","NISSAN","MURANO SV 4DR AWD",2019,"Surrey","Person","Lower Mainland",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","SUBARU","OUTBACK WILDERNESS WAGON AWD",2022,"Gold Bridge","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","GMC","YUKON SLT 4DR 4WD",2020,"West Kelowna","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","TOYOTA","HIGHLANDER XSE V6 4DR AWD",2022,"Pender Island","Person","Vancouver Island",1
"Personal","No","Fourdoorsedan","No","No","Gasolineelectric","Yes","HYUNDAI","SONATA ULTIMATE HYBRID 4DR",2021,"Victoria","Person","Vancouver Island",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","LEXUS","IS 350 4DR AWD",2019,"Port Alberni","Person","Vancouver Island",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","SUBARU","CROSSTREK LIMITED 5DR AWD",2022,"Castlegar","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","KIA","SOUL EX LIMITED 5DR",2020,"Port Coquitlam","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasolineelectric","Yes","TOYOTA","RAV4 LIMITED HYBRID 4DR AWD",2021,"West Kelowna","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","Yes","JEEP","WRANGLER UNLIMITED RUBICON 4XE 4DR 4WD",2021,"Prince George","Person","North Central",1
"Personal","Yes","Fourdoorsedan","Yes","No","Electric","No","TESLA","MODEL 3 LONG RANGE 75D 4DR AWD",2023,"New Westminster","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","TOYOTA","COROLLA CROSS L 4DR 2WD",2023,"Kelowna","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HONDA","CR-V EX-L 4DR AWD",2019,"Cobble Hill","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","NISSAN","ROGUE PLATINUM 4DR AWD",2023,"Union Bay","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","VOLKSWAGEN","ATLAS HIGHLINE V6 4DR AWD",2023,"Unknown","Person","Unknown",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","MITSUBISHI","ECLIPSE CROSS SEL 4DR AWD",2024,"Langley","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","CHEVROLET","EQUINOX RS 4DR AWD",2023,"Castlegar","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","CHEVROLET","TRAVERSE LT 4DR AWD",2020,"Gibsons","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","KIA","SORENTO LX+ 4DR AWD",2023,"Maple Ridge","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","BENTLEY","BENTAYGA V8 4DR AWD",2019,"Surrey","Person","Lower Mainland",1
"Personal","Yes","Twodoorcoupe","No","No","Gasoline","No","MERCEDES-BENZ","C300 4MATIC CABRIOLET",2020,"Victoria","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","JEEP","WRANGLER UNLIMITED SAHARA 4DR 4WD",2019,"Miworth","Person","North Central",1
"Personal","Yes","Twodoorconvertible","No","No","Gasoline","No","CHEVROLET","CAMARO LT CONVERTIBLE",2021,"Abbotsford","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasolineelectric","Yes","VOLVO","XC90 INSCRIPTION T8 RECHARGE 4DR AWD",2022,"Whistler","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasolinenaturalgas","No","HONDA","HR-V SPORT 4DR AWD",2023,"Victoria","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasolineelectric","Yes","MITSUBISHI","OUTLANDER SEL HYBRID 4DR AWD",2023,"Whistler","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HYUNDAI","SANTA FE PREFERRED 4DR AWD",2019,"Unknown","Person","Unknown",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","MITSUBISHI","RVR ES 4DR 4WD",2022,"Delta","Person","Lower Mainland",1
"Personal","No","Fourdoorhardtop","No","No","Gasoline","No","TOYOTA","RAV4 XLE 4DR AWD",2022,"Sirdar","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HONDA","FIT LX 5DR",2019,"Vancouver","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","KIA","FORTE EX 4DR",2019,"Pitt Meadows","Person","Lower Mainland",1
"Personal","Yes","Hatchback","No","No","Gasoline","No","HONDA","CIVIC LX 4DR HATCHBACK",2019,"Chilliwack","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","KIA","FORTE EX+ 4DR",2023,"East Sooke","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","LINCOLN","NAUTILUS RESERVE V6 4DR AWD",2022,"Colwood","Person","Vancouver Island",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","GMC","TERRAIN SLE 4DR AWD",2022,"Gitwangak","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","TOYOTA","SIENNA SE V6 AWD",2020,"Surrey","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HONDA","CR-V EX 4DR AWD",2019,"Tumbler Ridge","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","SUBARU","CROSSTREK SPORT 5DR AWD",2019,"Maple Ridge","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","MERCEDES-BENZ","GLE400 4DR AWD",2019,"Langley","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","MERCEDES-BENZ","GLC63 S 4DR AWD",2019,"Unknown","Person","Unknown",1
"Personal","No","Fourdoorsedan","No","No","Gasoline","No","SUBARU","WRX 4DR AWD",2023,"Fort St John","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","DODGE/RAM","DURANGO GT 4DR AWD",2023,"Chimney Lake","Person","North Central",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","TOYOTA","HIGHLANDER XLE V6 4DR AWD",2019,"Victoria","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","MERCEDES-BENZ","GLA45 4DR AWD",2022,"Mission","Person","Lower Mainland",1
"Personal","No","Fourdoorsedan","No","No","Gasoline","No","MERCEDES-BENZ","C63 S 4DR",2021,"Unknown","Person","Unknown",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","KIA","SPORTAGE EX PREMIUM 4DR AWD",2023,"Ta Ta Creek","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","MERCEDES-BENZ","GLC300 4DR AWD",2019,"Coldstream","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","KIA","SELTOS LX 4DR 2WD",2022,"Coquitlam","Person","Lower Mainland",1
"Personal","Yes","Hatchback","No","No","Gasoline","No","TOYOTA","COROLLA SE 4DR HATCHBACK",2019,"North Vancouver","Person","Lower Mainland",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","KIA","SOUL EX TECH 5DR",2019,"Enderby","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","CHRYSLER","PACIFICA TOURING-L",2019,"Vancouver","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","Yes","No","Electric","No","TESLA","MODEL Y 75D LONG RANGE 4DR AWD",2022,"Skeetchestn Ir","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","VOLKSWAGEN","TIGUAN TRENDLINE 2.0 TSI 4DR AWD",2023,"Maple Ridge","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","ACURA","RDX 4DR AWD",2019,"Quesnel","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","NISSAN","MURANO SL 4DR AWD",2019,"Burnaby","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","KIA","SPORTAGE EX PREMIUM 4DR AWD",2023,"Roberts Creek","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasolineelectric","Yes","HYUNDAI","TUCSON ULTIMATE HYBRID 4DR AWD",2022,"Coquitlam","Person","Lower Mainland",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","KIA","FORTE EX 4DR",2021,"North Vancouver","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","FORD","EXPLORER PLATINUM 4DR AWD",2020,"Osoyoos","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","Yes","FORD","ESCAPE SEL HYBRID 4DR 2WD",2022,"Salmon Arm","Person","Southern Interior",1
"Personal","Yes","Twodoorsedan","Yes","No","Electric","No","TESLA","MODEL 3 STANDARD RANGE PLUS 50 4DR",2022,"Burnaby","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","JEEP","WRANGLER UNLIMITED SAHARA 4DR 4WD",2021,"Nanaimo","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","JEEP","GRAND CHEROKEE TRAILHAWK 4DR 4WD",2022,"North Vancouver","Person","Lower Mainland",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","GMC","ACADIA DENALI V6 4DR AWD",2022,"Houston","Person","North Central",1
"Personal","Yes","Twodoorcoupe","No","No","Gasoline","No","FORD","MUSTANG GT 2DR",2022,"Popkum","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","KIA","TELLURIDE EX V6 4DR AWD",2021,"Surrey","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","SUBARU","OUTBACK 2.5I WAGON AWD",2020,"Pitt Meadows","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasolineelectric","Yes","TOYOTA","RAV4 LIMITED HYBRID 4DR AWD",2023,"Surrey","Person","Lower Mainland",1
"Personal","Yes","Hatchback","No","No","Gasoline","No","ASTON","VANTAGE 2DR",2019,"North Vancouver","Person","Lower Mainland",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","NISSAN","KICKS SR 4DR 2WD",2019,"West Kelowna","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","LEXUS","RX350 4DR AWD",2019,"Campbell River","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","Yes","TOYOTA","RAV4 LIMITED HYBRID 4DR AWD",2020,"Terrace","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasolineelectric","Yes","TOYOTA","HIGHLANDER XLE HYBRID 4DR AWD",2020,"Williams Lake","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","LAND","DISCOVERY SPORT SE R-DYN P300 4DR AWD",2020,"North Vancouver","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","DODGE/RAM","GRAND CARAVAN CREW",2019,"New Aiyansh","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","CHEVROLET","TRAVERSE LT 4DR 2WD",2020,"Agassiz","Person","Lower Mainland",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","TOYOTA","COROLLA SE 4DR",2019,"Tappen","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","NISSAN","QASHQAI SV 4DR 2WD",2022,"Chilliwack","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HYUNDAI","SANTA FE PREFERRED 4DR AWD",2020,"Richmond","Person","Lower Mainland",1
"Personal","Yes","Hatchback","No","No","Gasolineelectric","Yes","LEXUS","UX250H 4DR AWD",2022,"Unknown","Person","Unknown",1
"Personal","No","Fourdoorsedan","No","No","Gasoline","No","HONDA","ACCORD SPORT 4DR",2019,"Kelowna","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","VOLKSWAGEN","TIGUAN HIGHLINE 2.0 TSI 4DR AWD",2021,"Castlegar","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","NISSAN","QASHQAI S 4DR AWD",2023,"Kamloops","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","FORD","EXPLORER XLT 4DR AWD",2021,"Vernon","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","Yes","FORD","ESCAPE TITANIUM HYBRID 4DR 2WD",2022,"Langley","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","FORD","BRONCO SPORT BADLANDS 4DR AWD",2022,"Vancouver","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","MAZDA","CX-5 GT 4DR AWD",2019,"Vernon","Person","Southern Interior",1
"Personal","Yes","Fourdoorsedan","No","No","Gasolineelectric","No","TOYOTA","COROLLA LE 4DR",2023,"Delta","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","VOLKSWAGEN","ATLAS CROSS SPORT EXECLINE V6 4DR AWD",2023,"Nakusp","Person","Southern Interior",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","JEEP","COMPASS LATITUDE 4DR 4WD",2021,"Squamish","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","INFINITI","QX60 PROACTIVE 4DR AWD",2020,"Langley","Person","Lower Mainland",1
"Personal","Yes","Fourdoorsedan","Yes","No","Electric","No","PORSCHE","TAYCAN 4S 4DR AWD",2022,"Lake Country","Person","Southern Interior",1
"Personal","No","Hatchback","Yes","No","Electric","No","NISSAN","LEAF SV 5DR",2019,"Burnaby","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","CADILLAC","ESCALADE 4DR 4WD",2020,"Nanoose Bay","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","CHEVROLET","SUBURBAN 1500 PREMIER 4WD",2019,"Vancouver","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","BUICK","ENCORE GX ESSENCE 4DR AWD",2022,"Nanoose Bay","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","NISSAN","ROGUE SV 4DR AWD",2020,"Mud River","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","MINI","JOHN COOPER WORKS 2DR",2024,"Vancouver","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HYUNDAI","SANTA FE ESSENTIAL 4DR AWD",2019,"Chetwynd","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","TOYOTA","RAV4 LIMITED 4DR AWD",2021,"North Vancouver","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","GMC","TERRAIN SLT 4DR AWD",2022,"Burnaby","Person","Lower Mainland",1
"Personal","Yes","Fourdoorfastback","No","No","Gasolineelectric","Yes","TOYOTA","PRIUS AWD-E 5DR",2019,"Parksville","Person","Vancouver Island",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","MAZDA","CX-30 GT 2.5T 4DR AWD",2021,"Burnaby","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","JEEP","GRAND CHEROKEE SUMMIT 4DR 4WD",2022,"Vernon","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","KIA","CARNIVAL EX",2023,"Burnaby","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","CHEVROLET","EQUINOX LT 2.0T 4DR AWD",2020,"Harrison Lake","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","MERCEDES-BENZ","GLB250 4DR AWD",2021,"Mayne Island","Person","Vancouver Island",1
"Personal","Yes","Fourdoorfastback","No","No","Gasoline","No","VOLKSWAGEN","GOLF EXECLINE 1.4 TSI 4DR HATCHBACK",2019,"North Vancouver","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","NISSAN","ROGUE SL 4DR AWD",2019,"Surrey","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","JEEP","GRAND CHEROKEE TRAILHAWK 4DR 4WD",2020,"Abbotsford","Person","Lower Mainland",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","JEEP","GRAND CHEROKEE LAREDO 4DR 4WD",2019,"West Fernie","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","VOLKSWAGEN","TIGUAN COMFORTLINE 2.0 TSI 4DR AWD",2021,"Abbotsford","Person","Lower Mainland",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","NISSAN","QASHQAI SL 4DR AWD",2020,"Chief Lake","Person","North Central",1
"Personal","Yes","Fourdoorsedan","Yes","No","Electric","No","TESLA","MODEL S 100D 4DR AWD",2020,"Nanoose Bay","Person","Vancouver Island",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","HONDA","CIVIC TOURING 4DR",2023,"West Kelowna","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","KIA","SELTOS EX 4DR AWD",2023,"Sparwood","Person","Southern Interior",1
"Personal","No","Fourdoorsedan","No","No","Gasoline","No","TOYOTA","COROLLA LE 4DR",2020,"Surrey","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","CADILLAC","XT4 4DR 2WD",2019,"Burnaby","Person","Lower Mainland",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","PORSCHE","MACAN 4DR AWD",2019,"Central Saanich","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","ALFA","STELVIO TI 4DR AWD",2021,"North Vancouver","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasolineelectric","Yes","TOYOTA","RAV4 LE HYBRID 4DR AWD",2022,"Oregon Jack","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","CHEVROLET","EQUINOX LT 4DR AWD",2020,"Mission","Person","Lower Mainland",1
"Personal","Yes","Hatchback","No","No","Gasoline","No","TOYOTA","YARIS LE 4DR HATCHBACK",2019,"Warfield","Person","Southern Interior",1
"Personal","Yes","Twodoorconvertible","No","No","Gasoline","No","MERCEDES-BENZ","C43 4MATIC CABRIOLET",2021,"Surrey","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","CHEVROLET","EQUINOX LT 4DR AWD",2019,"Kelowna","Person","Southern Interior",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","HONDA","CIVIC LX 4DR HATCHBACK",2020,"Langley","Person","Lower Mainland",1
"Personal","Yes","Fourdoorsedan","No","No","Gasolineelectric","Yes","KIA","NIRO SX TOURING HYBRID 5DR",2019,"Richmond","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","Yes","No","Electric","No","NISSAN","ARIYA EVOLVE 4DR AWD",2023,"West Kelowna","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","CADILLAC","XT4 4DR AWD",2019,"Beaverley","Person","North Central",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","HONDA","CIVIC SPORT 4DR",2024,"Prince George","Person","North Central",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","HONDA","ACCORD TOURING 2.0 4DR",2021,"Port Moody","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","LAND","DEFENDER 110 P525 4DR AWD",2023,"Richmond","Person","Lower Mainland",1
